mode: atomic
cderun/main.go:13.13,14.49 1 0
cderun/internal/runtime/docker_adapter.go:193.61,196.4 2 4
cderun/internal/runtime/docker_adapter.go:197.3,198.17 2 6
cderun/internal/runtime/docker_adapter.go:198.17,200.4 1 2
cderun/internal/runtime/docker_adapter.go:201.3,201.31 1 4
cderun/internal/runtime/docker_adapter.go:203.2,203.26 1 36
cderun/internal/runtime/docker_adapter.go:206.86,209.98 3 30
cderun/internal/runtime/docker_adapter.go:209.98,211.3 1 6
cderun/internal/runtime/docker_adapter.go:212.2,213.28 2 24
cderun/internal/runtime/docker_adapter.go:213.28,214.21 1 10
cderun/internal/runtime/docker_adapter.go:214.21,216.4 1 2
cderun/internal/runtime/docker_adapter.go:217.8,218.21 1 14
cderun/internal/runtime/docker_adapter.go:218.21,220.4 1 1
cderun/internal/runtime/docker_adapter.go:221.3,221.22 1 13
cderun/internal/runtime/docker_adapter.go:221.22,223.20 2 12
cderun/internal/runtime/docker_adapter.go:223.20,225.5 1 1
cderun/internal/runtime/docker_adapter.go:226.4,227.29 2 11
cderun/internal/runtime/docker_adapter.go:227.29,229.5 1 2
cderun/internal/runtime/docker_adapter.go:230.4,230.17 1 9
cderun/internal/runtime/docker_adapter.go:234.2,237.8 1 18
cderun/internal/runtime/docker_adapter.go:240.79,241.23 1 13
cderun/internal/runtime/docker_adapter.go:241.23,243.3 1 4
cderun/internal/runtime/docker_adapter.go:244.2,245.28 2 9
cderun/internal/runtime/docker_adapter.go:245.28,251.3 1 15
cderun/internal/runtime/docker_adapter.go:252.2,252.12 1 9
cderun/internal/runtime/docker_adapter.go:255.92,256.23 1 29
cderun/internal/runtime/docker_adapter.go:256.23,258.3 1 26
cderun/internal/runtime/docker_adapter.go:259.2,260.30 2 3
cderun/internal/runtime/docker_adapter.go:260.30,266.3 1 3
cderun/internal/runtime/docker_adapter.go:267.2,267.12 1 3
cderun/internal/runtime/docker_adapter.go:270.73,271.22 1 33
cderun/internal/runtime/docker_adapter.go:271.22,273.3 1 26
cderun/internal/runtime/docker_adapter.go:274.2,275.27 2 7
cderun/internal/runtime/docker_adapter.go:275.27,276.17 1 12
cderun/internal/runtime/docker_adapter.go:276.17,278.4 1 3
cderun/internal/runtime/docker_adapter.go:280.3,281.17 2 9
cderun/internal/runtime/docker_adapter.go:282.15,283.26 1 3
cderun/internal/runtime/docker_adapter.go:284.17,285.28 1 2
cderun/internal/runtime/docker_adapter.go:286.16,287.27 1 2
cderun/internal/runtime/docker_adapter.go:288.11,289.59 1 2
cderun/internal/runtime/docker_adapter.go:292.3,297.4 1 7
cderun/internal/runtime/docker_adapter.go:299.2,299.17 1 2
cderun/internal/runtime/mock.go:14.36,16.2 1 44
cderun/internal/runtime/mock.go:56.62,60.2 3 1
cderun/internal/runtime/mock.go:62.79,66.2 3 12
cderun/internal/runtime/mock.go:68.136,76.2 7 1007
cderun/internal/runtime/mock.go:78.111,83.2 4 1018
cderun/internal/runtime/mock.go:85.85,90.2 4 17
cderun/internal/runtime/mock.go:92.91,99.14 6 23
cderun/internal/runtime/mock.go:99.14,101.3 1 0
cderun/internal/runtime/mock.go:103.2,103.15 1 23
cderun/internal/runtime/mock.go:103.15,105.10 2 6
cderun/internal/runtime/mock.go:106.20,107.17 1 3
cderun/internal/runtime/mock.go:107.17,108.12 1 0
cderun/internal/runtime/mock.go:109.16,109.16 0 0
cderun/internal/runtime/mock.go:110.13,110.13 0 0
cderun/internal/runtime/mock.go:113.14,113.14 0 1
cderun/internal/runtime/mock.go:114.21,115.17 1 2
cderun/internal/runtime/mock.go:115.17,116.12 1 0
cderun/internal/runtime/mock.go:117.16,117.16 0 0
cderun/internal/runtime/mock.go:118.13,118.13 0 0
cderun/internal/runtime/mock.go:121.4,121.23 1 2
cderun/internal/runtime/mock.go:123.8,124.10 1 17
cderun/internal/runtime/mock.go:125.20,125.20 0 3
cderun/internal/runtime/mock.go:126.11,126.11 0 14
cderun/internal/runtime/mock.go:130.2,132.30 3 21
cderun/internal/runtime/mock.go:135.86,140.2 4 17
cderun/internal/runtime/mock.go:142.162,149.14 6 5
cderun/internal/runtime/mock.go:149.14,151.3 1 1
cderun/internal/runtime/mock.go:153.2,153.18 1 4
cderun/internal/runtime/mock.go:153.18,155.3 1 2
cderun/internal/runtime/mock.go:156.2,156.12 1 4
cderun/internal/runtime/mock.go:159.106,166.2 6 1006
cderun/internal/runtime/mock.go:168.49,172.2 3 1003
cderun/internal/runtime/mock.go:174.47,178.2 3 1003
cderun/internal/runtime/mock.go:180.69,184.2 3 1006
cderun/internal/runtime/mock.go:186.54,190.2 3 4
cderun/internal/runtime/mock.go:192.53,196.2 3 2
cderun/internal/runtime/mock.go:198.54,202.2 3 3
cderun/internal/runtime/mock.go:204.55,208.2 3 2
cderun/internal/runtime/mock.go:210.41,214.2 3 2
cderun/internal/runtime/mock.go:216.98,217.48 1 14
cderun/internal/runtime/mock.go:217.48,219.3 1 1
cderun/internal/runtime/mock.go:220.2,224.9 5 13
cderun/internal/runtime/mock.go:225.24,225.24 0 9
cderun/internal/runtime/mock.go:226.10,226.10 0 4
cderun/internal/runtime/mock.go:228.2,228.20 1 13
cderun/internal/runtime/mock.go:231.100,237.14 5 10
cderun/internal/runtime/mock.go:237.14,239.3 1 1
cderun/internal/runtime/mock.go:240.2,240.29 1 9
cderun/internal/runtime/mock.go:244.37,246.2 1 3
cderun/internal/runtime/mock.go:249.37,254.2 4 17
cderun/internal/runtime/mock.go:257.44,261.2 3 1
cderun/internal/runtime/podman.go:14.54,17.74 1 6
cderun/internal/runtime/podman.go:17.74,19.5 1 2
cderun/internal/runtime/podman.go:27.91,41.2 2 5
cderun/internal/command/flags.go:11.56,15.41 3 372
cderun/internal/command/flags.go:15.41,17.39 2 5952
cderun/internal/command/flags.go:17.39,18.76 1 0
cderun/internal/command/flags.go:20.3,21.26 2 5952
cderun/internal/command/flags.go:21.26,23.4 1 1116
cderun/internal/command/flags.go:23.9,25.4 1 4836
cderun/internal/command/flags.go:26.3,26.83 1 5952
cderun/internal/command/flags.go:29.2,29.43 1 372
cderun/internal/command/flags.go:29.43,31.39 2 10788
cderun/internal/command/flags.go:31.39,32.78 1 0
cderun/internal/command/flags.go:34.3,35.26 2 10788
cderun/internal/command/flags.go:35.26,37.4 1 1488
cderun/internal/command/flags.go:37.9,39.4 1 9300
cderun/internal/command/flags.go:40.3,40.76 1 10788
cderun/internal/command/flags.go:43.2,43.40 1 372
cderun/internal/command/flags.go:43.40,45.39 2 1116
cderun/internal/command/flags.go:45.39,46.75 1 0
cderun/internal/command/flags.go:48.3,49.26 2 1116
cderun/internal/command/flags.go:49.26,51.4 1 0
cderun/internal/command/flags.go:51.9,53.4 1 1116
cderun/internal/command/flags.go:54.3,54.72 1 1116
cderun/internal/command/flags.go:57.2,57.44 1 372
cderun/internal/command/flags.go:57.44,59.39 2 372
cderun/internal/command/flags.go:59.39,60.79 1 0
cderun/internal/command/flags.go:62.3,63.26 2 372
cderun/internal/command/flags.go:63.26,65.4 1 0
cderun/internal/command/flags.go:65.9,67.4 1 372
cderun/internal/command/flags.go:68.3,68.76 1 372
cderun/internal/command/flags.go:71.2,71.48 1 372
cderun/internal/command/flags.go:71.48,73.39 2 6324
cderun/internal/command/flags.go:73.39,74.84 1 0
cderun/internal/command/flags.go:76.3,77.26 2 6324
cderun/internal/command/flags.go:77.26,79.4 1 744
cderun/internal/command/flags.go:79.9,81.4 1 5580
cderun/internal/command/flags.go:82.3,82.82 1 6324
cderun/internal/command/root.go:40.40,41.18 1 13
cderun/internal/command/root.go:41.18,43.3 1 13
cderun/internal/command/root.go:44.2,44.46 1 0
cderun/internal/command/root.go:47.40,49.2 1 52
cderun/internal/command/root.go:84.35,87.28 1 301
cderun/internal/command/root.go:87.29,90.4 0 0
cderun/internal/command/root.go:91.33,93.4 1 79
cderun/internal/command/root.go:94.47,96.4 1 4
cderun/internal/command/root.go:97.46,99.4 1 9
cderun/internal/command/root.go:100.50,102.4 1 0
cderun/internal/command/root.go:103.46,105.4 1 139
cderun/internal/command/root.go:106.54,108.4 1 5
cderun/internal/command/root.go:109.52,111.4 1 143
cderun/internal/command/root.go:115.105,116.16 1 4
cderun/internal/command/root.go:117.18,118.93 1 1
cderun/internal/command/root.go:119.18,120.67 1 1
cderun/internal/command/root.go:121.22,122.81 1 1
cderun/internal/command/root.go:123.12,124.59 1 1
cderun/internal/command/root.go:132.125,137.42 3 267
cderun/internal/command/root.go:137.42,139.3 1 1
cderun/internal/command/root.go:139.8,139.42 1 266
cderun/internal/command/root.go:139.42,141.3 1 1
cderun/internal/command/root.go:141.8,141.59 1 265
cderun/internal/command/root.go:141.59,143.3 1 1
cderun/internal/command/root.go:145.2,148.22 4 267
cderun/internal/command/root.go:148.22,150.3 1 3
cderun/internal/command/root.go:150.8,152.3 1 264
cderun/internal/command/root.go:154.2,154.16 1 267
cderun/internal/command/root.go:154.16,156.3 1 2
cderun/internal/command/root.go:156.8,156.33 1 265
cderun/internal/command/root.go:156.33,158.3 1 9
cderun/internal/command/root.go:161.2,162.47 2 265
cderun/internal/command/root.go:162.47,164.3 1 0
cderun/internal/command/root.go:164.8,164.47 1 265
cderun/internal/command/root.go:164.47,166.3 1 1
cderun/internal/command/root.go:166.8,166.64 1 264
cderun/internal/command/root.go:166.64,168.3 1 1
cderun/internal/command/root.go:170.2,172.21 3 265
cderun/internal/command/root.go:172.21,174.3 1 2
cderun/internal/command/root.go:174.8,176.3 1 263
cderun/internal/command/root.go:178.2,178.16 1 265
cderun/internal/command/root.go:178.16,180.3 1 1
cderun/internal/command/root.go:180.8,180.32 1 264
cderun/internal/command/root.go:180.32,182.3 1 58
cderun/internal/command/root.go:183.2,183.58 1 264
cderun/internal/command/root.go:186.37,187.32 1 88
cderun/internal/command/root.go:187.32,189.3 1 11
cderun/internal/command/root.go:190.2,190.26 1 88
cderun/internal/command/root.go:190.26,192.3 1 11
cderun/internal/command/root.go:195.171,198.2 2 264
cderun/internal/command/root.go:205.9,206.87 1 245
cderun/internal/command/root.go:206.87,208.3 1 217
cderun/internal/command/root.go:210.2,211.19 2 28
cderun/internal/command/root.go:211.19,214.17 3 26
cderun/internal/command/root.go:214.17,216.4 1 2
cderun/internal/command/root.go:221.2,221.101 1 26
cderun/internal/command/root.go:221.101,223.17 2 5
cderun/internal/command/root.go:223.17,225.4 1 0
cderun/internal/command/root.go:225.9,227.18 2 5
cderun/internal/command/root.go:227.18,229.5 1 2
cderun/internal/command/root.go:229.10,231.5 1 3
cderun/internal/command/root.go:236.2,244.28 2 26
cderun/internal/command/root.go:244.28,245.25 1 3
cderun/internal/command/root.go:245.25,247.4 1 1
cderun/internal/command/root.go:249.3,250.30 2 3
cderun/internal/command/root.go:250.30,252.4 1 4
cderun/internal/command/root.go:253.3,255.38 2 3
cderun/internal/command/root.go:255.38,256.60 1 4
cderun/internal/command/root.go:256.60,258.5 1 0
cderun/internal/command/root.go:259.4,264.6 1 4
cderun/internal/command/root.go:266.8,266.41 1 23
cderun/internal/command/root.go:266.41,267.48 1 8
cderun/internal/command/root.go:267.48,268.60 1 8
cderun/internal/command/root.go:268.60,270.5 1 2
cderun/internal/command/root.go:271.4,271.40 1 6
cderun/internal/command/root.go:271.40,273.29 2 4
cderun/internal/command/root.go:273.29,275.6 1 5
cderun/internal/command/root.go:276.5,277.120 2 4
cderun/internal/command/root.go:279.4,284.6 1 2
cderun/internal/command/root.go:288.2,288.12 1 20
cderun/internal/command/root.go:295.9,296.27 1 236
cderun/internal/command/root.go:296.27,298.3 1 227
cderun/internal/command/root.go:301.2,310.19 3 9
cderun/internal/command/root.go:310.19,312.3 1 8
cderun/internal/command/root.go:313.2,313.69 1 9
cderun/internal/command/root.go:313.69,314.22 1 2
cderun/internal/command/root.go:314.22,315.49 1 1
cderun/internal/command/root.go:315.49,318.5 2 1
cderun/internal/command/root.go:320.8,322.3 1 7
cderun/internal/command/root.go:324.2,324.12 1 9
cderun/internal/command/root.go:327.168,331.38 1 239
cderun/internal/command/root.go:331.38,332.35 1 246
cderun/internal/command/root.go:332.35,334.4 1 1
cderun/internal/command/root.go:337.2,338.30 2 238
cderun/internal/command/root.go:338.30,340.3 1 123
cderun/internal/command/root.go:343.2,392.79 2 238
cderun/internal/command/root.go:392.79,394.3 1 5
cderun/internal/command/root.go:396.2,396.70 1 233
cderun/internal/command/root.go:396.70,398.3 1 0
cderun/internal/command/root.go:400.2,400.29 1 233
cderun/internal/command/root.go:417.112,418.33 1 83
cderun/internal/command/root.go:419.14,421.17 2 37
cderun/internal/command/root.go:421.17,423.4 1 3
cderun/internal/command/root.go:424.3,425.13 2 34
cderun/internal/command/root.go:426.16,428.13 2 20
cderun/internal/command/root.go:429.18,431.17 2 24
cderun/internal/command/root.go:431.17,433.4 1 3
cderun/internal/command/root.go:434.3,435.13 2 21
cderun/internal/command/root.go:436.10,437.61 1 2
cderun/internal/command/root.go:441.193,446.58 5 15
cderun/internal/command/root.go:446.58,448.3 1 9
cderun/internal/command/root.go:448.8,450.3 1 6
cderun/internal/command/root.go:451.2,451.99 1 15
cderun/internal/command/root.go:451.99,453.3 1 1
cderun/internal/command/root.go:454.2,456.33 3 15
cderun/internal/command/root.go:456.33,458.3 1 3
cderun/internal/command/root.go:459.2,461.95 2 15
cderun/internal/command/root.go:461.95,467.3 5 2
cderun/internal/command/root.go:470.126,474.100 2 5
cderun/internal/command/root.go:474.100,476.3 1 0
cderun/internal/command/root.go:477.2,481.33 3 5
cderun/internal/command/root.go:481.33,483.3 1 0
cderun/internal/command/root.go:484.2,485.16 2 5
cderun/internal/command/root.go:485.16,487.3 1 0
cderun/internal/command/root.go:490.2,491.16 2 5
cderun/internal/command/root.go:491.16,493.3 1 0
cderun/internal/command/root.go:496.2,497.16 2 5
cderun/internal/command/root.go:497.16,499.3 1 1
cderun/internal/command/root.go:502.2,503.16 2 4
cderun/internal/command/root.go:503.16,505.3 1 0
cderun/internal/command/root.go:506.2,506.15 1 4
cderun/internal/command/root.go:506.15,507.46 1 4
cderun/internal/command/root.go:507.46,509.4 1 0
cderun/internal/command/root.go:513.2,513.88 1 4
cderun/internal/command/root.go:513.88,515.3 1 1
cderun/internal/command/root.go:517.2,518.12 2 3
cderun/internal/command/root.go:521.111,523.26 2 8
cderun/internal/command/root.go:523.26,524.34 1 2
cderun/internal/command/root.go:524.34,526.4 1 5
cderun/internal/command/root.go:527.8,527.36 1 6
cderun/internal/command/root.go:527.36,528.62 1 5
cderun/internal/command/root.go:528.62,530.18 2 7
cderun/internal/command/root.go:530.18,531.13 1 0
cderun/internal/command/root.go:533.4,533.51 1 7
cderun/internal/command/root.go:537.2,537.31 1 8
cderun/internal/command/root.go:537.31,539.3 1 1
cderun/internal/command/root.go:542.2,543.29 2 7
cderun/internal/command/root.go:546.131,548.43 2 8
cderun/internal/command/root.go:548.43,550.10 2 11
cderun/internal/command/root.go:550.10,552.4 1 2
cderun/internal/command/root.go:553.3,553.23 1 9
cderun/internal/command/root.go:553.23,555.4 1 1
cderun/internal/command/root.go:558.3,559.17 2 8
cderun/internal/command/root.go:559.17,561.4 1 0
cderun/internal/command/root.go:562.3,562.51 1 8
cderun/internal/command/root.go:564.2,564.26 1 5
cderun/internal/command/root.go:567.154,568.35 1 6
cderun/internal/command/root.go:568.35,571.17 3 9
cderun/internal/command/root.go:571.17,573.4 1 2
cderun/internal/command/root.go:575.2,575.12 1 4
cderun/internal/command/root.go:578.70,581.34 3 20
cderun/internal/command/root.go:581.34,583.3 1 26
cderun/internal/command/root.go:584.2,592.31 9 20
cderun/internal/command/root.go:592.31,594.3 1 5
cderun/internal/command/root.go:595.2,597.28 3 20
cderun/internal/command/root.go:597.28,598.48 1 10
cderun/internal/command/root.go:598.48,600.4 1 9
cderun/internal/command/root.go:600.9,602.4 1 1
cderun/internal/command/root.go:604.2,614.19 11 20
cderun/internal/command/root.go:614.19,616.3 1 1
cderun/internal/command/root.go:617.2,617.23 1 20
cderun/internal/command/root.go:617.23,619.3 1 2
cderun/internal/command/root.go:620.2,620.19 1 20
cderun/internal/command/root.go:620.19,622.3 1 2
cderun/internal/command/root.go:623.2,623.30 1 20
cderun/internal/command/root.go:623.30,625.3 1 2
cderun/internal/command/root.go:626.2,626.28 1 20
cderun/internal/command/root.go:626.28,628.3 1 2
cderun/internal/command/root.go:629.2,629.29 1 20
cderun/internal/command/root.go:629.29,631.3 1 2
cderun/internal/command/root.go:632.2,632.20 1 20
cderun/internal/command/root.go:632.20,634.3 1 2
cderun/internal/command/root.go:635.2,635.24 1 20
cderun/internal/command/root.go:635.24,637.3 1 2
cderun/internal/command/root.go:638.2,638.24 1 20
cderun/internal/command/root.go:638.24,640.3 1 2
cderun/internal/command/root.go:641.2,641.23 1 20
cderun/internal/command/root.go:641.23,643.3 1 2
cderun/internal/command/root.go:644.2,644.26 1 20
cderun/internal/command/root.go:644.26,646.3 1 2
cderun/internal/command/root.go:647.2,647.26 1 20
cderun/internal/command/root.go:647.26,649.3 1 2
cderun/internal/command/root.go:650.2,650.46 1 20
cderun/internal/command/root.go:650.46,652.3 1 2
cderun/internal/command/root.go:653.2,658.32 5 20
cderun/internal/command/root.go:658.32,660.3 1 1
cderun/internal/command/root.go:661.2,661.22 1 20
cderun/internal/command/root.go:661.22,663.3 1 1
cderun/internal/command/root.go:665.2,666.32 2 20
cderun/internal/command/root.go:666.32,668.3 1 2
cderun/internal/command/root.go:669.2,670.22 2 20
cderun/internal/command/root.go:670.22,672.3 1 2
cderun/internal/command/root.go:674.2,675.32 2 20
cderun/internal/command/root.go:675.32,676.72 1 4
cderun/internal/command/root.go:676.72,678.4 1 2
cderun/internal/command/root.go:678.9,680.4 1 2
cderun/internal/command/root.go:682.2,684.20 2 20
cderun/internal/command/root.go:684.20,686.3 1 2
cderun/internal/command/root.go:687.2,687.18 1 20
cderun/internal/command/root.go:687.18,689.3 1 2
cderun/internal/command/root.go:690.2,690.29 1 20
cderun/internal/command/root.go:690.29,692.38 2 3
cderun/internal/command/root.go:692.38,694.4 1 5
cderun/internal/command/root.go:695.3,695.76 1 3
cderun/internal/command/root.go:699.139,706.110 4 64
cderun/internal/command/root.go:706.110,708.3 1 18
cderun/internal/command/root.go:711.31,712.48 1 306
cderun/internal/command/root.go:712.48,714.23 2 194
cderun/internal/command/root.go:714.23,716.4 1 1
cderun/internal/command/root.go:717.3,717.23 1 193
cderun/internal/command/root.go:719.2,719.18 1 112
cderun/internal/command/root.go:735.56,736.9 1 20
cderun/internal/command/root.go:737.22,738.24 1 1
cderun/internal/command/root.go:739.17,740.25 1 19
cderun/internal/command/root.go:754.42,758.2 1 162
cderun/internal/command/root.go:760.91,765.2 4 153
cderun/internal/command/root.go:767.64,771.2 3 599
cderun/internal/command/root.go:773.50,777.2 3 749
cderun/internal/command/root.go:779.45,783.2 3 150
cderun/internal/command/root.go:785.49,792.2 6 148
cderun/internal/command/root.go:794.63,798.21 4 153
cderun/internal/command/root.go:798.21,799.52 1 153
cderun/internal/command/root.go:799.52,801.4 1 0
cderun/internal/command/root.go:805.147,810.21 3 32
cderun/internal/command/root.go:810.21,812.3 1 4
cderun/internal/command/root.go:815.2,815.19 1 28
cderun/internal/command/root.go:815.19,817.25 2 18
cderun/internal/command/root.go:817.25,819.4 1 16
cderun/internal/command/root.go:820.3,821.42 2 2
cderun/internal/command/root.go:824.2,824.29 1 10
